timestamp,mid_price,spread,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,imbalance
6879,73.63977963367206,0.7327435978657206,73.2734078347392,1.0,72.22992313477872,1.0,,,,,,,74.00615143260492,1.0,75.12331275050806,1.0,75.34763551649492,1.0,,,,,-0.2
6880,73.62125846725343,0.6957012650284327,73.2734078347392,1.0,73.23681038794281,1.0,72.22992313477872,1.0,,,,,73.96910909976764,1.0,74.00615143260492,1.0,75.12331275050806,1.0,75.34763551649492,1.0,,,-0.14285714285714285
6881,73.6119673767966,0.6771190841147785,73.2734078347392,1.0,73.23681038794281,1.0,73.21836875718562,1.0,72.22992313477872,1.0,,,73.95052691885398,1.0,73.96910909976764,1.0,74.00615143260492,1.0,75.12331275050806,1.0,75.34763551649492,1.0,-0.1111111111111111
6882,73.6072808272974,0.6677459851163974,73.2734078347392,1.0,73.23681038794281,1.0,73.21836875718562,1.0,73.2091689663608,1.0,72.22992313477872,1.0,73.9411538198556,1.0,73.95052691885398,1.0,73.96910909976764,1.0,74.00615143260492,1.0,75.12331275050806,1.0,0.0
6883,73.5773906183999,0.7180437224285612,73.21836875718562,1.0,73.2091689663608,1.0,73.20454189415332,1.0,72.22992313477872,1.0,,,73.93641247961418,1.0,73.9411538198556,1.0,73.95052691885398,1.0,73.96910909976764,1.0,74.00615143260492,1.0,-0.1111111111111111
6884,73.5773906183999,0.7180437224285612,73.21836875718562,1.0,73.2091689663608,1.0,73.20454189415332,1.0,72.22992313477872,1.0,,,73.93641247961418,1.0,73.9411538198556,1.0,73.95052691885398,1.0,73.96910909976764,1.0,74.00615143260492,1.0,-0.1111111111111111
6885,73.51369197309094,0.5906464318106401,73.21836875718562,1.0,73.2091689663608,1.0,73.20454189415332,1.0,73.12503387594836,1.0,72.22992313477872,1.0,73.80901518899626,1.0,73.93641247961418,1.0,73.9411538198556,1.0,73.95052691885398,1.0,73.96910909976764,1.0,0.0
6886,74.28300213684027,2.129266759309303,73.21836875718562,1.0,73.2091689663608,1.0,73.20454189415332,1.0,73.12503387594836,1.0,73.06565244567773,1.0,75.34763551649492,1.0,,,,,,,,,0.6666666666666666
6887,74.46870964218236,0.6648127900954819,74.13630324713462,1.0,73.21836875718562,1.0,73.2091689663608,1.0,73.20454189415332,1.0,73.12503387594836,1.0,74.8011160372301,1.0,75.34763551649492,1.0,,,,,,,0.42857142857142855
6888,74.55918261320488,0.48386684805045377,74.31724918917965,1.0,74.13630324713462,1.0,73.21836875718562,1.0,73.2091689663608,1.0,73.20454189415332,1.0,74.8011160372301,1.0,74.992513643396,1.0,75.34763551649492,1.0,,,,,0.25
